Impl/Ranks,Problem Size,Time
par_simple/48,1536,1.622051000
par_complex/96,1536,2.979008000
par_simple/96,1536,1.586624000
seq/1,3072,9.653524000
par_complex/2,3072,10.694920000
par_simple/2,3072,10.536133000
par_complex/6,3072,5.165547000
par_simple/6,3072,4.620535000
par_complex/12,3072,3.462826000
par_simple/12,3072,2.926660000
par_complex/24,3072,5.985362000
par_simple/24,3072,3.453142000
par_complex/48,3072,5.865172000
par_simple/48,3072,3.296789000
par_complex/96,3072,5.935502000
par_simple/96,3072,3.138308000
seq/1,6144,38.340382000
par_complex/2,6144,41.916776000
par_simple/2,6144,41.429870000
par_complex/6,6144,17.319849000
par_simple/6,6144,16.149241000
par_complex/12,6144,10.355453000
par_simple/12,6144,9.305170000
par_complex/24,6144,12.781462000
par_simple/24,6144,7.666857000
par_complex/48,6144,12.156836000
par_simple/48,6144,7.207367000
par_complex/96,6144,11.934529000
par_simple/96,6144,6.519770000
seq/1,768,0.561240000
par_complex/2,768,0.793002000
par_simple/2,768,0.755277000
par_complex/6,768,0.659595000
par_simple/6,768,0.522023000
par_complex/12,768,0.566943000
par_simple/12,768,0.441843000
par_complex/24,768,1.470039000
par_simple/24,768,0.825575000
par_complex/48,768,1.491998000
par_simple/48,768,0.845679000
par_complex/96,768,1.529104000
par_simple/96,768,0.833291000
seq/1,1536,2.371267000
par_complex/2,1536,2.800769000
par_simple/2,1536,2.735493000
par_complex/6,1536,1.734260000
par_simple/6,1536,1.459662000
par_complex/12,1536,1.345460000
par_simple/12,1536,1.067952000
par_complex/24,1536,2.936454000
par_simple/24,1536,1.596993000
par_complex/48,1536,2.896099000
par_simple/48,1536,1.641768000
par_complex/96,1536,2.997864000
par_simple/96,1536,1.653650000
seq/1,3072,9.658220000
par_complex/2,3072,11.351864000
par_simple/2,3072,10.634521000
par_complex/6,3072,5.167197000
par_simple/6,3072,4.636339000
par_complex/12,3072,3.471416000
par_simple/12,3072,2.985202000
par_complex/24,3072,6.008912000
par_simple/24,3072,3.437549000
par_complex/48,3072,5.898074000
par_simple/48,3072,3.333610000
par_complex/96,3072,5.968132000
par_simple/96,3072,3.135570000
seq/1,6144,38.564093000
par_complex/2,6144,41.772589000
par_simple/2,6144,41.485628000
par_complex/6,6144,17.276613000
par_simple/6,6144,16.144929000
par_complex/12,6144,10.390719000
par_simple/12,6144,9.270662000
par_complex/24,6144,12.840570000
par_simple/24,6144,7.653776000
par_complex/48,6144,12.198233000
par_simple/48,6144,7.278591000
par_complex/96,6144,12.054744000
par_simple/96,6144,6.486963000
